seg_id,rate,year,year_std,path_name,path_supplement,notes
road_110,first-rate,1994,1988,,,""
road_111,first-rate,1994,1988,,,""
road_112,first-rate,1994,1988,,,""
road_113,first-rate,1994,1988,,,""
road_114,first-rate,1994,1988,,,""
road_115,first-rate,1994,1988,,,""
road_116,first-rate,1994,1988,,,""
road_117,first-rate,1994,1988,,,""
road_118,first-rate,1994,1988,,,""
road_119,first-rate,1994,1988,,,""
road_120,first-rate,1994,1988,,,""
road_121,first-rate,1994,1988,,,""
road_122,first-rate,1994,1988,,,""
road_123,first-rate,1994,1988,,,""
road_124,first-rate,1994,1988,,,""
road_125,first-rate,1994,1988,,,""
road_126,first-rate,1994,1988,,,""
road_127,first-rate,1994,1988,,,""
road_128,first-rate,1994,1988,,,""
road_129,first-rate,1994,1988,,,""
road_130,first-rate,1994,1988,,,""
road_131,first-rate,1994,1988,,,""
road_132,first-rate,1994,1988,,,""
road_133,first-rate,1994,1988,,,""
road_134,first-rate,1994,1988,,,""
road_135,first-rate,1994,1988,,,""
road_136,first-rate,1994,1988,,,""
road_137,first-rate,1994,1988,,,""
road_138,first-rate,1994,1988,,,""
road_139,first-rate,1994,1988,,,""
road_140,first-rate,1994,1988,,,""
road_141,first-rate,1994,1988,,,""
road_142,first-rate,1994,1988,,,""
road_143,first-rate,1994,1988,,,""
road_144,first-rate,1994,1988,,,""
road_145,first-rate,1994,1988,,,""
road_146,first-rate,1994,1988,,,""
road_147,first-rate,1994,1988,,,""
road_148,first-rate,1994,1988,,,""
road_149,first-rate,1994,1988,,,""
road_150,first-rate,1994,1988,,,""
road_151,first-rate,1994,1988,,,""
road_152,first-rate,1994,1988,,,""
road_153,first-rate,1994,1988,,,""
road_154,first-rate,1994,1988,,,""
road_155,first-rate,1994,1988,,,""
road_156,first-rate,1994,1988,,,""
road_157,first-rate,1994,1988,,,""
road_158,first-rate,1994,1988,,,""
road_159,first-rate,1994,1988,,,""
road_160,first-rate,1994,1988,,,""
road_161,first-rate,1994,1988,,,""
road_162,first-rate,1994,1988,,,""
road_163,first-rate,1994,1988,,,""
road_164,first-rate,1994,1988,,,""
road_165,first-rate,1994,1988,,,""
road_166,first-rate,1994,1988,,,""
road_167,first-rate,1994,1988,,,""
road_168,first-rate,1994,1988,,,""
road_169,first-rate,1994,1988,,,""
road_170,first-rate,1994,1988,,,""
road_171,first-rate,1994,1988,,,""
road_172,first-rate,1994,1988,,,""
road_173,first-rate,1994,1988,,,""
road_174,first-rate,1994,1988,,,""
road_175,first-rate,1994,1988,,,""
road_176,first-rate,1994,1988,,,""
road_177,first-rate,1994,1988,,,""
road_178,first-rate,1994,1988,,,""
road_179,first-rate,1994,1988,,,""
road_180,first-rate,1994,1988,,,""
road_181,first-rate,1994,1988,,,""
road_182,first-rate,1994,1988,,,""
road_183,first-rate,1994,1988,,,""
road_184,first-rate,1994,1988,,,""
road_185,first-rate,1994,1988,,,""
road_186,first-rate,1994,1988,,,""
road_187,first-rate,1994,1988,,,""
road_188,first-rate,1994,1988,,,""
road_189,first-rate,1994,1988,,,""
road_190,first-rate,1994,1988,,,""
road_191,first-rate,1994,1988,,,""
road_192,first-rate,1994,1988,,,""
road_193,first-rate,1994,1988,,,""
road_194,first-rate,1994,1988,,,""
road_195,first-rate,1994,1988,,,""
road_196,first-rate,1994,1988,,,""
road_197,first-rate,1994,1988,,,""
road_198,first-rate,1994,1988,,,""
road_199,first-rate,1994,1988,,,""
road_200,first-rate,1994,1988,,,""
road_201,first-rate,1994,1988,,,""
road_202,first-rate,1994,1988,,,""
road_203,first-rate,1994,1988,,,""
road_204,first-rate,1994,1988,,,""
road_205,first-rate,1994,1988,,,""
road_206,first-rate,1994,1988,,,""
road_207,first-rate,1994,1988,,,""
road_208,first-rate,1994,1988,,,""
road_209,first-rate,1994,1988,,,""
road_210,first-rate,1994,1988,,,""
road_211,first-rate,1994,1988,,,""
road_212,first-rate,1994,1988,,,""
road_213,first-rate,1994,1988,,,""
road_214,first-rate,1994,1988,,,""
road_215,first-rate,1994,1988,,,""
road_216,first-rate,1994,1988,,,""
road_217,first-rate,1994,1988,,,""
road_218,first-rate,1994,1988,,,""
road_219,first-rate,1994,1988,,,""
road_220,first-rate,1994,1988,,,""
road_221,first-rate,1994,1988,,,""
road_222,first-rate,1994,1988,,,""
road_223,first-rate,1994,1988,,,""
road_224,first-rate,1994,1988,,,""
road_225,first-rate,1994,1988,,,""
road_226,first-rate,1994,1988,,,""
road_227,first-rate,1994,1988,,,""
road_228,first-rate,1994,1988,,,""
road_229,first-rate,1994,1988,,,""
road_230,first-rate,1994,1988,,,""
road_231,first-rate,1994,1988,,,""
road_232,first-rate,1994,1988,,,""
road_233,first-rate,1994,1988,,,""
road_234,first-rate,1994,1988,,,""
road_235,first-rate,1994,1988,,,""
road_236,first-rate,1994,1988,,,""
road_237,first-rate,1994,1988,,,""
road_238,first-rate,1994,1988,,,""
road_239,first-rate,1994,1988,,,""
road_240,first-rate,1994,1988,,,""
road_241,first-rate,1994,1988,,,""
road_242,first-rate,1994,1988,,,""
road_243,first-rate,1994,1988,,,""
road_244,first-rate,1994,1988,,,""
road_245,first-rate,1994,1988,,,""
road_246,first-rate,1994,1988,,,""
road_247,first-rate,1994,1988,,,""
road_248,first-rate,1994,1988,,,""
road_249,first-rate,1994,1988,,,""
road_250,first-rate,1994,1988,,,""
road_251,first-rate,1994,1988,,,""
road_252,first-rate,1994,1988,,,""
road_253,first-rate,1994,1988,,,""
road_254,first-rate,1994,1988,,,""
road_255,first-rate,1994,1988,,,""
road_256,first-rate,1994,1988,,,""
road_257,first-rate,1994,1988,,,""
road_258,first-rate,1994,1988,,,""
road_259,first-rate,1994,1988,,,""
road_260,first-rate,1994,1988,,,""
road_261,first-rate,1994,1988,,,""
road_262,first-rate,1994,1988,,,""
road_263,first-rate,1994,1988,,,""
road_264,first-rate,1994,1988,,,""
road_265,first-rate,1994,1988,,,""
road_266,first-rate,1994,1988,,,""
road_267,first-rate,1994,1988,,,""
road_268,first-rate,1994,1988,,,""
road_269,first-rate,1994,1988,,,""
road_270,first-rate,1994,1988,,,""
road_271,first-rate,1994,1988,,,""
road_272,first-rate,1994,1988,,,""
road_273,first-rate,1994,1988,,,""
road_274,first-rate,1994,1988,,,""
road_275,first-rate,1994,1988,,,""
road_276,first-rate,1994,1988,,,""
road_277,first-rate,1994,1988,,,""
road_278,first-rate,1994,1988,,,""
road_279,first-rate,1994,1988,,,""
road_280,first-rate,1994,1988,,,""
road_281,first-rate,1994,1988,,,""
road_282,first-rate,1994,1988,,,""
road_283,first-rate,1994,1988,,,""
road_284,first-rate,1994,1988,,,""
road_285,first-rate,1994,1988,,,""
road_286,first-rate,1994,1988,,,""
road_287,first-rate,1994,1988,,,""
road_288,first-rate,1994,1988,,,""
road_289,first-rate,1994,1988,,,""
road_290,first-rate,1994,1988,,,""
road_291,first-rate,1994,1988,,,""
road_292,first-rate,1994,1988,,,""
road_293,first-rate,1994,1988,,,""
road_294,first-rate,1994,1988,,,""
road_295,first-rate,1994,1988,,,""
road_296,first-rate,1994,1988,,,""
road_297,first-rate,1994,1988,,,""
road_298,first-rate,1994,1988,,,""
road_299,first-rate,1994,1988,,,""
road_300,first-rate,1994,1988,,,""
road_301,first-rate,1994,1988,,,""
road_302,first-rate,1994,1988,,,""
road_303,first-rate,1994,1988,,,""
road_304,first-rate,1994,1988,,,""
road_305,first-rate,1994,1988,,,""
road_306,first-rate,1994,1988,,,""
road_307,first-rate,1994,1988,,,""
road_308,first-rate,1994,1988,,,""
road_309,first-rate,1994,1988,,,""
road_310,first-rate,1994,1988,,,""
road_311,first-rate,1994,1988,,,""
road_312,first-rate,1994,1988,,,""
road_313,first-rate,1994,1988,,,""
road_314,first-rate,1994,1988,,,""
road_315,first-rate,1994,1988,,,""
road_316,first-rate,1994,1988,,,""
road_317,first-rate,1994,1988,,,""
road_318,first-rate,1994,1988,,,""
road_319,first-rate,1994,1988,,,""
road_320,first-rate,1994,1988,,,""
road_321,first-rate,1994,1988,,,""
road_322,first-rate,1994,1988,,,""
road_323,first-rate,1994,1988,,,""
road_324,first-rate,1994,1988,,,""
road_325,first-rate,1994,1988,,,""
road_326,first-rate,1994,1988,,,""
road_327,first-rate,1994,1988,,,""
road_328,first-rate,1994,1988,,,""
road_329,first-rate,1994,1988,,,""
road_330,first-rate,1994,1988,,,""
road_331,first-rate,1994,1988,,,""
road_332,first-rate,1994,1988,,,""
road_333,first-rate,1994,1988,,,""
road_334,first-rate,1994,1988,,,""
road_335,first-rate,1994,1988,,,""
road_336,first-rate,1994,1988,,,""
road_337,first-rate,1994,1988,,,""
road_338,first-rate,1994,1988,,,""
road_339,first-rate,1994,1988,,,""
road_340,first-rate,1994,1988,,,""
road_341,first-rate,1994,1988,,,""
road_342,first-rate,1994,1988,,,""
road_343,first-rate,1994,1988,,,""
road_344,first-rate,1994,1988,,,""
road_345,first-rate,1994,1988,,,""
road_346,first-rate,1994,1988,,,""
road_347,first-rate,1994,1988,,,""
road_348,first-rate,1994,1988,,,""
road_349,first-rate,1994,1988,,,""
road_350,first-rate,1994,1988,,,""
road_351,first-rate,1994,1988,,,""
road_352,first-rate,1994,1988,,,""
road_353,first-rate,1994,1988,,,""
road_354,first-rate,1994,1988,,,""
road_355,first-rate,1994,1988,,,""
road_356,first-rate,1994,1988,,,""
road_357,first-rate,1994,1988,,,""
road_358,first-rate,1994,1988,,,""
road_359,first-rate,1994,1988,,,""
road_360,first-rate,1994,1988,,,""
road_361,first-rate,1994,1988,,,""
road_362,first-rate,1994,1988,,,""
road_363,first-rate,1994,1988,,,""
road_364,first-rate,1994,1988,,,""
road_365,first-rate,1994,1988,,,""
road_366,first-rate,1994,1988,,,""
road_367,first-rate,1994,1988,,,""
road_368,first-rate,1994,1988,,,""
road_369,first-rate,1994,1988,,,""
road_370,first-rate,1994,1988,,,""
road_371,first-rate,1994,1988,,,""
road_372,first-rate,1994,1988,,,""
road_373,first-rate,1994,1988,,,""
road_374,first-rate,1994,1988,,,""
road_375,first-rate,1994,1988,,,""
road_376,first-rate,1994,1988,,,""
road_377,first-rate,1994,1988,,,""
road_378,first-rate,1994,1988,,,""
road_379,first-rate,1994,1988,,,""
road_380,first-rate,1994,1988,,,""
road_381,first-rate,1994,1988,,,""
road_382,first-rate,1994,1988,,,""
road_383,first-rate,1994,1988,,,""
road_384,first-rate,1994,1988,,,""
road_385,first-rate,1994,1988,,,""
road_386,first-rate,1994,1988,,,""
road_387,first-rate,1994,1988,,,""
road_388,first-rate,1994,1988,,,""
road_389,first-rate,1994,1988,,,""
road_390,first-rate,1994,1988,,,""
road_391,first-rate,1994,1988,,,""
road_392,first-rate,1994,1988,,,""
road_393,first-rate,1994,1988,,,""
road_394,first-rate,1994,1988,,,""
road_395,first-rate,1994,1988,,,""
road_396,first-rate,1994,1988,,,""
road_397,first-rate,1994,1988,,,""
road_398,first-rate,1994,1988,,,""
road_399,first-rate,1994,1988,,,""
road_400,first-rate,1994,1988,,,""
road_401,first-rate,1994,1988,,,""
road_402,first-rate,1994,1988,,,""
road_403,first-rate,1994,1988,,,""
road_404,first-rate,1994,1988,,,""
road_405,first-rate,1994,1988,,,""
road_406,first-rate,1994,1988,,,""
road_407,first-rate,1994,1988,,,""
road_408,first-rate,1994,1988,,,""
road_409,first-rate,1994,1988,,,""
road_410,first-rate,1994,1988,,,""
road_411,first-rate,1994,1988,,,""
road_412,first-rate,1994,1988,,,""
road_413,first-rate,1994,1988,,,""
road_414,first-rate,1994,1988,,,""
road_415,first-rate,1994,1988,,,""
road_416,first-rate,1994,1988,,,""
road_417,first-rate,1994,1988,,,""
road_418,first-rate,1994,1988,,,""
road_419,first-rate,1994,1988,,,""
road_420,first-rate,1994,1988,,,""
road_421,first-rate,1994,1988,,,""
road_422,first-rate,1994,1988,,,""
road_423,first-rate,1994,1988,,,""
road_424,first-rate,1994,1988,,,""
road_425,first-rate,1994,1988,,,""
road_426,first-rate,1994,1988,,,""
road_427,first-rate,1994,1988,,,""
road_428,first-rate,1994,1988,,,""
road_429,first-rate,1994,1988,,,""
road_430,first-rate,1994,1988,,,""
road_431,first-rate,1994,1988,,,""
road_432,first-rate,1994,1988,,,""
road_433,first-rate,1994,1988,,,""
road_434,first-rate,1994,1988,,,""
road_435,first-rate,1994,1988,,,""
road_436,first-rate,1994,1988,,,""
road_437,first-rate,1994,1988,,,""
road_438,first-rate,1994,1988,,,""
road_439,first-rate,1994,1988,,,""
road_440,first-rate,1994,1988,,,""
road_441,first-rate,1994,1988,,,""
road_442,first-rate,1994,1988,,,""
road_443,first-rate,1994,1988,,,""
road_444,first-rate,1994,1988,,,""
road_445,first-rate,1994,1988,,,""
road_446,first-rate,1994,1988,,,""
road_447,first-rate,1994,1988,,,""
road_448,first-rate,1994,1988,,,""
road_449,first-rate,1994,1988,,,""
road_450,first-rate,1994,1988,,,""
road_451,first-rate,1994,1988,,,""
road_452,first-rate,1994,1988,,,""
road_453,first-rate,1994,1988,,,""
road_454,first-rate,1994,1988,,,""
road_455,first-rate,1994,1988,,,""
road_456,first-rate,1994,1988,,,""
road_457,first-rate,1994,1988,,,""
road_458,first-rate,1994,1988,,,""
road_459,first-rate,1994,1988,,,""
road_460,first-rate,1994,1988,,,""
road_461,first-rate,1994,1988,,,""
road_462,first-rate,1994,1988,,,""
road_463,first-rate,1994,1988,,,""
road_464,first-rate,1994,1988,,,""
road_465,first-rate,1994,1988,,,""
road_466,first-rate,1994,1988,,,""
road_467,first-rate,1994,1988,,,""
road_468,first-rate,1994,1988,,,""
road_469,first-rate,1994,1988,,,""
road_470,first-rate,1994,1988,,,""
road_471,first-rate,1994,1988,,,""
road_472,first-rate,1994,1988,,,""
road_473,first-rate,1994,1988,,,""
road_474,first-rate,1994,1988,,,""
road_475,first-rate,1994,1988,,,""
road_476,first-rate,1994,1988,,,""
road_477,first-rate,1994,1988,,,""
road_478,first-rate,1994,1988,,,""
road_479,first-rate,1994,1988,,,""
road_480,first-rate,1994,1988,,,""
road_481,first-rate,1994,1988,,,""
road_482,first-rate,1994,1988,,,""
road_483,first-rate,1994,1988,,,""
road_484,first-rate,1994,1988,,,""
road_485,first-rate,1994,1988,,,""
road_486,first-rate,1994,1988,,,""
road_487,first-rate,1994,1988,,,""
road_488,first-rate,1994,1988,,,""
road_489,first-rate,1994,1988,,,""
road_490,first-rate,1994,1988,,,""
road_491,first-rate,1994,1988,,,""
road_492,first-rate,1994,1988,,,""
road_493,first-rate,1994,1988,,,""
road_494,first-rate,1994,1988,,,""
road_495,first-rate,1994,1988,,,""
road_496,first-rate,1994,1988,,,""
road_497,first-rate,1994,1988,,,""
road_498,first-rate,1994,1988,,,""
road_499,first-rate,1994,1988,,,""
road_500,first-rate,1994,1988,,,""
road_501,first-rate,1994,1988,,,""
road_502,first-rate,1994,1988,,,""
road_503,first-rate,1994,1988,,,""
road_504,first-rate,1994,1988,,,""
road_505,first-rate,1994,1988,,,""
road_506,first-rate,1994,1988,,,""
road_507,first-rate,1994,1988,,,""
road_508,first-rate,1994,1988,,,""
road_509,first-rate,1994,1988,,,""
road_510,first-rate,1994,1988,,,""
road_511,first-rate,1994,1988,,,""
road_512,first-rate,1994,1988,,,""
road_513,first-rate,1994,1988,,,""
road_514,first-rate,1994,1988,,,""
road_515,first-rate,1994,1988,,,""
road_516,first-rate,1994,1988,,,""
road_517,first-rate,1994,1988,,,""
road_518,first-rate,1994,1988,,,""
road_519,first-rate,1994,1988,,,""
road_520,first-rate,1994,1988,,,""
road_521,first-rate,1994,1988,,,""
road_522,first-rate,1994,1988,,,""
road_523,first-rate,1994,1988,,,""
road_524,first-rate,1994,1988,,,""
road_525,first-rate,1994,1988,,,""
road_526,first-rate,1994,1988,,,""
road_527,first-rate,1994,1988,,,""
road_528,first-rate,1994,1988,,,""
road_529,first-rate,1994,1988,,,""
road_530,first-rate,1994,1988,,,""
road_531,first-rate,1994,1988,,,""
road_532,first-rate,1994,1988,,,""
road_533,first-rate,1994,1988,,,""
road_534,first-rate,1994,1988,,,""
road_535,first-rate,1994,1988,,,""
road_536,first-rate,1994,1988,,,""
road_537,first-rate,1994,1988,,,""
road_538,first-rate,1994,1988,,,""
road_539,first-rate,1994,1988,,,""
road_540,first-rate,1994,1988,,,""
road_541,first-rate,1994,1988,,,""
road_542,first-rate,1994,1988,,,""
road_543,first-rate,1994,1988,,,""
road_544,first-rate,1994,1988,,,""
road_545,first-rate,1994,1988,,,""
road_546,highway,1995,1988,广深高速,,"广州到深圳"
road_547,highway,1995,1988,成渝高速,,"简阳到重庆"
road_548,highway,1995,1988,西宝高速,,"西安到宝鸡"
road_549,highway,1995,1988,海南东线高速,,"海口到三亚"
road_550,highway,1995,1988,宜黄高速,,"宜昌到黄石"
road_551,highway,1995,1988,石太高速,,"石家庄到太原"
road_552,highway,1995,1988,,,"郑州到洛阳"
road_553,highway,1995,1988,合铜公路,,"合肥到铜陵"
road_554,highway,1995,1988,合巢芜高速,,"合肥到芜湖"
road_555,highway,1995,1988,,,"大庆到牡丹江"
road_556,highway,1995,1988,,,"深圳到惠州"
road_557,highway,1996,1988,,,"上海到嘉善"
road_558,highway,1996,1988,,,"昆明到曲靖"
road_559,highway,1996,1988,,,"昆明"
road_560,highway,1996,1988,,,"昆明到石林"
road_561,highway,1996,1988,,,"贵阳到关岭"
road_562,highway,1996,1988,,,"广州到肇庆"
road_563,highway,1996,1988,,,"湘潭到长沙"
road_564,highway,1996,1988,,,"佛山到开平"
road_565,highway,1996,1988,郑许高速,,"郑州到许昌"
road_566,highway,1996,1988,,,"广州"
road_567,highway,1996,1988,,,"广州"
road_568,highway,1996,1988,,,"广州"
road_569,highway,1996,1988,,,"广州"
road_570,highway,1996,1988,,,"广州到惠州"
road_571,highway,1996,1988,,,"惠州"
road_572,highway,1996,1988,,,"惠州到惠东"
road_573,highway,1996,1988,,,"冠县到济南"
road_574,highway,1996,1988,,,"北京"
road_575,highway,1996,1988,,,"北京到三河市"
road_576,highway,1996,1988,,,"九江到南昌"
road_577,highway,1996,1988,,,"天津到唐山"
road_578,highway,1996,1988,,,"唐山"
road_579,highway,1996,1988,,,"合肥"
road_580,highway,1996,1988,,,"汕头"
road_581,highway,1996,1988,,,"唐山"
road_582,highway,1996,1988,,,"唐山到京唐港"
road_583,highway,1996,1988,,,"唐山到秦皇岛"
road_584,highway,1996,1988,,,"汕头到诏安"
road_585,highway,1996,1988,,,"南京到上海"
road_586,highway,1996,1988,,,"连云港"
road_587,highway,1996,1988,,,"青岛"
road_588,highway,1996,1988,,,"福州"
road_589,highway,1996,1988,,,"杭州到宁波"
road_590,highway,1996,1988,,,"沈阳"
road_591,highway,1996,1988,,,"沈阳"
road_592,highway,1996,1988,,,"沈阳到本溪"
road_593,highway,1996,1988,,,"沈阳"
road_594,highway,1996,1988,,,"沈阳到铁岭"
road_595,highway,1996,1988,,,"沈阳到抚顺"
road_596,highway,1996,1988,,,"长春到四平"
road_597,first-rate,1996,1988,,,""
road_598,first-rate,1996,1988,,,""
road_599,first-rate,1996,1988,,,""
road_600,first-rate,1996,1988,,,""
road_601,first-rate,1996,1988,,,""
road_602,first-rate,1996,1988,,,""
road_603,first-rate,1996,1988,,,""
road_604,first-rate,1996,1988,,,""
road_605,first-rate,1996,1988,,,""
road_606,first-rate,1996,1988,,,""
road_607,first-rate,1996,1988,,,""
road_608,first-rate,1996,1988,,,""
road_609,highway,1996,1988,,,"惠阳到汕头"
road_610,highway,1996,1988,,,"惠州到惠阳"
road_611,highway,1997,1997,,,"柳州到鹿寨"
road_612,highway,1997,1997,,,"桂林到柳州"
road_613,highway,1997,1997,呼包高速,,"包头到呼和浩特"
road_614,highway,1997,1997,,,"广州"
road_615,highway,1997,1997,,,"广州"
road_616,highway,1997,1997,,,"德州到济南"
road_617,highway,1997,1997,,,"长春"
road_618,highway,1997,1997,,,"长春"
road_619,highway,1997,1997,,,"长春"
road_620,highway,1997,1997,,,"长春到吉林"
road_621,highway,1997,1997,,,"哈尔滨到依兰"
road_622,highway,1998,1997,,,"防城港到钦州"
road_623,highway,1998,1997,,,"南宁到钦州"
road_624,highway,1998,1997,,,"钦州到合浦"
road_625,highway,1998,1997,,,"原平到太原"
road_626,highway,1998,1997,,,"益阳到长沙"
road_627,highway,1998,1997,,,"石家庄到郑州"
road_628,highway,1998,1997,,,"许昌到漯河"
road_629,highway,1998,1997,,,"北京"
road_630,highway,1998,1997,,,"厦门"
road_631,highway,1998,1997,,,"厦门"
road_632,highway,1998,1997,,,"厦门到福州"
road_633,highway,1998,1997,,,"无锡到高港"
road_634,highway,1998,1997,,,"嘉兴到杭州"
road_635,highway,1998,1997,,,"烟台到乳山"
road_636,highway,1998,1997,,,"铁岭到四平"
road_637,highway,1998,1997,,,"海口到三亚"
road_638,highway,1998,1997,,,"三河到唐山"
road_639,highway,1998,1997,,,"秦皇岛到凌海"
road_640,highway,1998,1997,,,"乌鲁木齐到吐鲁番"
road_641,highway,1998,1997,,,"大理到昆明"
road_642,highway,1998,1997,,,"西安到灵宝"
road_643,highway,1998,1997,,,"常德到益阳"
road_644,highway,1998,1997,,,"石家庄到沧州"
road_645,highway,1998,1997,,,"上塘到樟树"
road_646,highway,1998,1997,,,"合肥到姚里"
road_647,highway,1998,1997,,,"上塘到南昌"
road_648,highway,1998,1997,,,"海林到穆棱"
road_649,highway,1998,1997,,,"红城到皋兰"
road_650,highway,1998,1997,,,"玉溪到元江"
road_651,highway,1998,1997,,,"鹤岗到佳木斯"
road_652,first-rate,1998,1997,,,""
road_653,first-rate,1998,1997,,,""
road_654,first-rate,1998,1997,,,""
road_655,first-rate,1998,1997,,,""
road_656,highway,1998,1997,,,"乌鲁木齐到吉木萨尔"
road_657,highway,1998,1997,,,"遵义到贵阳"
road_658,highway,1998,1997,,,"佳木斯到依兰"
road_659,highway,1999,1997,,,"成都到乐山"
road_660,highway,1999,1997,,,"广州"
road_661,highway,1999,1997,,,"潍坊到莱阳"
road_662,highway,1999,1997,,,"曲靖到陆良"
road_663,highway,1999,1997,,,"保定到天津"
road_664,highway,1999,1997,,,"济南到泰安"
road_665,highway,2000,1997,,,"昆明到玉溪"
road_666,highway,2000,1997,,,"乌鲁木齐到奎屯"
road_667,highway,2000,1997,,,"大理"
road_668,highway,2000,1997,,,"成都到都江堰"
road_669,highway,2000,1997,,,"罗江到绵阳"
road_670,highway,2000,1997,,,"贵阳"
road_671,highway,2000,1997,,,"南宁"
road_672,highway,2000,1997,,,"长沙到浏阳"
road_673,highway,2000,1997,,,"广州"
road_674,highway,2000,1997,,,"广州"
road_675,highway,2000,1997,,,"惠州"
road_676,highway,2000,1997,,,"黄石到九江"
road_677,highway,2000,1997,,,"九江到景德镇"
road_678,highway,2000,1997,,,"沧州到黄骅"
road_679,highway,2000,1997,,,"合肥"
road_680,highway,2000,1997,,,"合肥"
road_681,highway,2000,1997,,,"合肥东"
road_682,highway,2000,1997,,,"福州"
road_683,highway,2000,1997,,,"运城到三门峡"
road_684,first-rate,2000,1997,,,""
road_685,first-rate,2000,1997,,,""
road_686,first-rate,2000,1997,,,""
road_687,first-rate,2000,1997,,,""
road_688,first-rate,2000,1997,,,""
road_689,first-rate,2000,1997,,,""
road_690,first-rate,2000,1997,,,""
road_691,first-rate,2000,1997,,,""
road_692,first-rate,2000,1997,,,""
